DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
6742.25,659.875,4528.5,6264087.5
7296.571429,713.4142857,5054.571429,6188699.571
6913,676.4571429,4958,6992717
6871.714286,672.2714286,4843.285714,7607803.286
7507.285714,734.1285714,5143.142857,7164107.143
7085.285714,692.7428571,4941.142857,7211349.143
7079.714286,692.5714286,4840.571429,7033513.571
6827.875,668.1375,5001.125,7184967.125
7827.571429,765.5571429,4988.714286,6527160.714
8377.375,819.55,4968.125,7103067.125
7273.142857,711.1285714,5069.285714,6276424.286
6917.625,677.2,4498.625,6321301.625
7290.428571,713.2714286,5114.142857,7183106.143
7644.833333,747.75,4886.666667,6190084
7345.285714,718.5571429,5082.714286,7174184.714
7891,771.9285714,5078.571429,7116571.571
7735.857143,757.0714286,5057.285714,7021889.286
6642.142857,650.3571429,5075.142857,7043756.143
7468.571429,730.5714286,5014.571429,6787612.571
7431.571429,726.9,5054.285714,7012920.286
7227.142857,707.1285714,5090.142857,6344470.143
7319.285714,716.4857143,4663.285714,7120814.286
5920.428571,580.2571429,4697.714286,6264256.714
5467.875,536.0875,5225.375,6188870.375
5306,520.2,5119.5,6992878.5
5742.125,562.7875,5005.625,7607965.625
6769.5,662.9125,5319.25,7164283.25
6185.625,606.05,5110.25,7211518.25
5633.75,552.2375,5001.625,7033674.625
5759,564.4714286,5165.285714,7185131.286
4881.571429,478.8714286,5160.142857,6527332.143
5021.857143,492.6285714,5140.714286,7103239.714
5421,531.4125,5233.625,6276588.625
5537.142857,542.8428571,4659,6321462
5348.375,524.3125,5284.375,7183276.375
5566,545.6571429,5060.142857,6190244.143
4994.625,490.0625,5243.625,7174345.625
5180.375,507.9875,5246.625,7116739.625
5553.375,544.475,5222.875,7022054.875
6160.625,603.6875,5237.25,7043918.25
7779,761.3875,5191.875,6787789.875
9010.5,881.425,5246.375,7013112.375
5291.125,518.75,5256.5,6344636.5
6074.5,595.2625,4829.875,7120980.875
6339.375,620.9875,4840.25,6264399.25
7317.571429,716.4428571,5370.571429,6189015.571
8172.428571,799.8,5274.857143,6993033.857
6898.285714,675.5142857,5149.857143,7608109.857
5285.285714,518.0857143,5483,7164447
7161.857143,701.2714286,5263.285714,7211671.286
8292.428571,811.5285714,5162.285714,7033835.286
6252.5,612.4375,5310.5,7185276.5
6732.25,659.3,5311.125,6527483.125
6488.875,635.5375,5278.25,7103377.25
7814.142857,764.8142857,5385.428571,6276740.429
6268.625,614.075,4796.125,6321599.125
6134.571429,600.9428571,5428.428571,7183420.429
6428.375,629.575,5210.75,6190394.75
6073.571429,595.0142857,5389.857143,7174491.857
6170,604.4571429,5390.142857,7116883.143
6338.857143,620.9,5371.714286,7022203.714
6146.857143,602.2571429,5397.428571,7044078.429
5630.428571,551.8142857,5362.857143,6787960.857
5475.285714,536.7,5426.428571,7013292.429
6101.142857,597.7714286,5397,6344777
5732.428571,561.8,4985.857143,7121136.857
6510,637.7,5016.142857,6264575.143
7938.5,777,5557.25,6189202.25
7990.75,782.1125,5479.375,6993238.375
7807.375,764.2,5338.375,7608298.375
7481.875,732.4375,5647.75,7164611.75
7739.375,757.55,5456,7211864
7392,723.6625,5364.75,7034037.75
7796.571429,763.1285714,5489.428571,7185455.429
7222.142857,707.1,5494.571429,6527666.571
7795.571429,763.0285714,5456.285714,7103555.286
7868.25,770.1125,5583.25,6276938.25
7269,711.7285714,4970.714286,6321773.714
7934.25,776.5875,5593.375,7183585.375
7315.5,716.3,5383.166667,6190582.5
7437.875,728.2,5545.375,7174647.375
7953.142857,778.4428571,5536.714286,7117029.714
7472.125,731.5125,5539.625,7022371.625
7687.25,752.5375,5553,7044234
7374.857143,722,5518.428571,6788116.429
7128.571429,698.0142857,5573,7013439
8098.625,792.65,5569.375,6344949.375
7732.714286,756.9142857,5128.571429,7121279.571
4694.5,460.0375,5137.75,6264696.75
4959.571429,486.4428571,5707.857143,6189352.857
5222.571429,512.1857143,5629,6993388
4474.142857,438.8,5472.428571,7608432.429
5024,492.4,5780.714286,7164744.714
4851.714286,475.7428571,5595.285714,7212003.286
5468.428571,536.0142857,5511.142857,7034184.143
4758.125,466.4375,5622.375,7185588.375
5043.142857,494.3857143,5618.285714,6527790.286
4683.125,459.1375,5597.375,7103696.375
4940.714286,484.6142857,5728.714286,6277083.714
4442.5,435.4625,5095.25,6321898.25
4649.428571,456.0714286,5736.857143,7183728.857
5153.5,504.95,5514.666667,6190691.833
5051.142857,495.1285714,5698.714286,7174800.714
5199.125,509.6625,5690.375,7117183.375
4614.428571,452.3857143,5674.285714,7022506.286
4827.714286,473.4428571,5704.142857,7044385.143
4763.125,466.8875,5647.25,6788245.25
4801,470.575,5702.625,7013568.625
4952.285714,485.5142857,5718.285714,6345098.286
4972.875,487.4875,5275,7121426
4551.142857,446.5714286,5275.285714,6264834.286
4834.625,474.2875,5844.625,6189489.625
4791.875,470.1125,5770.875,6993529.875
4853,476.0875,5608,7608568
5144.25,504.5375,5924.5,7164888.5
4976.75,488.1875,5739.125,7212147.125
4689.125,460.075,5654.875,7034327.875
4906.428571,481.3142857,5759.857143,7185725.857
5256,515.4571429,5758.714286,6527930.714
4827.285714,473.6142857,5732.857143,7103831.857
4867.375,477.475,5867.625,6277222.625
4547.571429,446.2857143,5226.428571,6322029.429
5077.875,498.075,5873.75,7183865.75
5094.714286,499.7142857,5643.857143,6190827.857
5073.25,497.65,5833,7174935
5100.428571,500.2428571,5824.714286,7117317.714
5007.5,491.2,5812.625,7022644.625
5027.375,493.1625,5839.125,7044520.125
5149.571429,505.0142857,5788.142857,6788386.143
5174.428571,507.4714286,5843.714286,7013709.714
4997.25,490.1875,5853.5,6345233.5
5172.857143,507.3,5412.571429,7121563.571
4081.25,400.725,5369.125,6264928.125
4490.857143,440.7571429,5947.857143,6189592.857
4325.571429,424.5857143,5874,6993633
4268.857143,419,5709.285714,7608669.286
4760.714286,467.0714286,6037.142857,7165001.143
4308.142857,422.8857143,5844.428571,7212252.429
4193.428571,411.6285714,5752.285714,7034425.286
4483.714286,440.0571429,5857.714286,7185823.714
4593.625,450.725,5869.5,6528041.5
4468.142857,438.5285714,5829.714286,7103928.714
4457.428571,437.4857143,5972.142857,6277327.143
4096.125,402.1375,5321.25,6322124.25
4732.142857,464.2571429,5983,7183975
4517.125,443.0875,5752.125,6190936.125
4776.714286,468.6428571,5943.428571,7175045.429
4677.5,458.975,5933.875,7117426.875
4719.428571,463.0285714,5920.857143,7022752.857
4832.857143,474.1142857,5950.857143,7044631.857
4619.625,453.3125,5895.375,6788493.375
4664.625,457.6875,5952.25,7013818.25
4706.142857,461.7285714,5965.571429,6345345.571
4719,463.025,5526.75,7121677.75
4338.285714,426.0142857,5477.714286,6265036.714
4569,448.4375,6064.625,6189709.625
4488.25,440.6375,5988.375,6993747.375
4547,446.3125,5823.75,7608783.75
4975.857143,487.8571429,6154.428571,7165118.429
4656,456.9125,5961.5,7212369.5
4358.875,428.0375,5862.625,7034535.625
4848.5,475.5,5979,7185945
4843.142857,474.9714286,5994.428571,6528166.429
4793.875,470.2625,5953.875,7104052.875
4580.5,449.5875,6091.125,6277446.125
4333,425.5428571,5429.857143,6322232.857
4868.875,477.525,6107.125,7184099.125
4712.285714,462.2285714,5874,6191050
4922.714286,482.7285714,6060.285714,7175162.286
4894.142857,479.9428571,6057.142857,7117550.143
4892.571429,479.7571429,6036.142857,7022868.143
4963.571429,486.7285714,6068.142857,7044749.143
4861.285714,476.7285714,6017.285714,6788615.286
4883.428571,478.8857143,6074.857143,7013940.857
4820.875,472.8375,6088.875,6345468.875
4927.571429,483.2285714,5650.857143,7121801.857
3259.625,320.1125,5571.75,6265130.75
3389.285714,333.1857143,6163.571429,6189808.571
3331.714286,327.4714286,6085.428571,6993844.429
3391.571429,333.2714286,5922.571429,7608882.571
3713.75,364.9875,6260.5,7165224.5
3453.142857,339.3285714,6062,7212470
3219.714286,316.3571429,5957.285714,7034630.286
3583.142857,352.1857143,6084.285714,7186050.286
3638.571429,357.6285714,6096.285714,6528268.286
3557,349.5285714,6058,7104157
3400.142857,334.2714286,6189.714286,6277544.714
3262.625,320.4625,5524.125,6322327.125
3635.142857,357.2857143,6213.857143,7184205.857
3564,350.3166667,5967.666667,6191157
3706.625,364.2875,6165.75,7175267.75
3676,361.3,6163,7117656
3680.625,361.725,6141.75,7022973.75
3724.25,366.025,6177.5,7044858.5
3635.875,357.3625,6121.875,6788719.875
3632.75,357.05,6182.5,7014048.5
3619.142857,355.7285714,6193,6345573
3702.5,363.8875,5756.75,7121907.75
2067.857143,202.6857143,5637.142857,6265196.143
2165.285714,212.2714286,6227.142857,6189872.143
2135.25,209.3375,6150.875,6993909.875
2190.75,214.775,5990.125,7608950.125
2386.571429,234.1285714,6336.428571,7165300.429
2240.75,219.8,6131,7212539
2081.25,204.025,6022.75,7034695.75
2377.625,233.225,6157.25,7186123.25
2388.375,234.275,6171.75,6528343.75
2329.5,228.4875,6129.375,7104228.375
2165.285714,212.2857143,6253.428571,6277608.429
2050.285714,201,5589.428571,6322392.429
2346.571429,230.2,6283.571429,7184275.571
2350.125,230.525,6047,6191232.429
2315.428571,227.0285714,6240.285714,7175342.286
2297.428571,225.2571429,6238.857143,7117731.857
2334.714286,229.0285714,6216.571429,7023048.571
2345.142857,229.9571429,6252.285714,7044933.286
2338.571429,229.4142857,6198,6788796
2352,230.7428571,6256.428571,7014122.429
2311,226.7285714,6260.285714,6345640.286
2344,229.8142857,5830.857143,7121981.857
2011.375,197.1875,5687.75,6265246.75
2212.875,216.975,6281.25,6189926.25
2145.714286,210.3714286,6204.285714,6993963.286
2183,214.0428571,6044.857143,7609004.857
2339.125,229.3375,6394.625,7165358.625
2200.857143,215.8,6185.714286,7212593.714
2055.857143,201.5571429,6074.571429,7034747.571
2340.571429,229.5,6216.571429,7186182.571
2301.857143,225.7285714,6230.857143,6528402.857
2326.571429,228.1571429,6186.142857,7104285.143
2214.625,217.1625,6307.75,6277662.75
2050.125,200.975,5640.25,6322443.25
2372.125,232.5875,6341.5,7184333.5
2255.857143,221.1857143,6104.428571,6191288.429
2381.25,233.5125,6298.875,7175400.875
2367.25,232.1125,6297.375,7117790.375
2332,228.6875,6275,7023107
2357.875,231.2,6311.125,7044992.125
2284,223.9375,6255.5,6788853.5
2274.75,223.05,6313.25,7014179.25
2371.625,232.55,6318.375,6345698.375
2339.375,229.3875,5889.25,7122040.25
1091,106.0666667,5719,6265278
1173.5,114.35,6318.75,6189963.75
1170,114.025,6236.25,6993995.25
1212,118.175,6078.5,7609038.5
1211.75,118.1,6433,7165397
1226.25,119.5,6219.25,7212627.25
1143.75,111.25,6105,7034778
1314,128.125,6251.75,7186217.75
1214.5,118.4,6265.5,6528437.5
1309.5,127.775,6221.75,7104320.75
1176.5,114.675,6344,6277699
1095.333333,106.5,5672,6322475
1230.5,119.975,6380.25,7184372.25
1191.25,116.125,6138.5,6191323
1205.5,117.5,6337.5,7175439.5
1181.75,115.2,6335.5,7117828.5
1196.5,116.6,6313.5,7023145.5
1196,116.625,6349,7045030
1151.25,112.2,6292.5,6788890.5
1153,112.375,6350.25,7014216.25
1231.75,120.1,6357.5,6345737.5
1173.25,114.375,5927.5,7122078.5
485.875,47.0125,5739.75,6265298.75
528.375,51.1125,6340.25,6189985.25
516.125,49.925,6258,6994017
511.625,49.4875,6100.125,7609060.125
524.75,50.7875,6454.875,7165418.875
524.125,50.725,6241.875,7212649.875
510.5,49.375,6126.375,7034799.375
518.375,50.15,6275,7186241
536.1428571,51.85714286,6287.142857,6528459.143
514.875,49.8125,6245,7104344
536.5,51.9125,6366.125,6277721.125
481.5,46.55,5692.75,6322495.75
519.625,50.275,6401.875,7184393.875
527.8571429,51.08571429,6159.714286,6191343
518.625,50.1875,6359.25,7175461.25
520.75,50.375,6356.125,7117849.125
518,50.1125,6334.875,7023166.875
521.625,50.45,6370.625,7045051.625
518.125,50.125,6313,6788911
518.375,50.1375,6371.125,7014237.125
520.25,50.325,6379.25,6345759.25
519.25,50.225,5948.75,7122099.75
264,25.48571429,5749.285714,6265308.286
305.5714286,29.51428571,6350.714286,6189995.714
296.2857143,28.61428571,6268.285714,6994027.286
291.4285714,28.17142857,6110.571429,7609070.571
293.7142857,28.38571429,6465.428571,7165429.429
298.1428571,28.78571429,6252.571429,7212660.571
292,28.22857143,6136.714286,7034809.714
289.8571429,28.01428571,6285.571429,7186251.571
309,29.8625,6297.875,6528469.875
293.7142857,28.35714286,6255.142857,7104354.143
311.5714286,30.08571429,6377.142857,6277732.143
272.4285714,26.31428571,5702.285714,6322505.286
296,28.58571429,6412.285714,7184404.286
318.5714286,30.77142857,6170,6191354
303.7142857,29.32857143,6369.857143,7175471.857
305.4285714,29.48571429,6366.714286,7117859.714
291.2857143,28.14285714,6345.142857,7023177.143
302.8571429,29.27142857,6381,7045062
285.4285714,27.57142857,6323.285714,6788921.286
285.5714286,27.57142857,6381.714286,7014247.714
302.1428571,29.18571429,6389.857143,6345769.857
296.2857143,28.64285714,5959,7122110
78.28571429,7.542857143,5753.142857,6265312.143
105.5,10.1875,6355.875,6190000.875
100.625,9.7,6272.875,6994031.875
111.8571429,10.77142857,6114.857143,7609074.857
110.5714286,10.64285714,6469.714286,7165433.714
117.1428571,11.3,6257,7212665
89,8.5875,6141.125,7034814.125
112.1428571,10.82857143,6289.857143,7186255.857
96.42857143,9.285714286,6302.857143,6528474.857
111.7142857,10.75714286,6259.571429,7104358.571
121.5,11.75,6382.125,6277737.125
81.57142857,7.885714286,5706.285714,6322509.286
87.125,8.425,6417,7184409
95.2,9.2,6175,6191359.167
101.375,9.7625,6374.5,7175476.5
101,9.775,6371.5,7117864.5
96.57142857,9.314285714,6349.142857,7023181.143
101,9.7375,6385.75,7045066.75
96.71428571,9.328571429,6327.714286,6788925.714
95.14285714,9.157142857,6385.714286,7014251.714
102.25,9.875,6394.5,6345774.5
86.5,8.3375,5963.5,7122114.5
0,0,5754,6265313
0,0,6357,6190002
0,0,6274,6994033
0,0,6116,7609076
0,0,6471,7165435
0,0,6258,7212666
0,0,6142,7034815
0,0,6291,7186257
0,0,6304,6528476
0,0,6261,7104360
0,0,6383,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,6176,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6357,6190002
0,0,6274,6994033
0,0,6116,7609076
0,0,6471,7165435
0,0,6258,7212666
0,0,6142,7034815
0,0,6291,7186257
0,0,6304,6528476
0,0,6261,7104360
0,0,6383,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,6176,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,6471,7165435
0,0,6291,7186257
0,0,6261,7104360
0,0,5707,6322510
0,0,6418,7184410
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,6471,7165435
0,0,0,7212666
0,0,0,7034815
0,0,6291,7186257
0,0,0,6528476
0,0,6261,7104360
0,0,0,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,0,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,6471,7165435
0,0,0,7212666
0,0,0,7034815
0,0,6291,7186257
0,0,0,6528476
0,0,6261,7104360
0,0,0,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,0,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,6471,7165435
0,0,0,7212666
0,0,0,7034815
0,0,6291,7186257
0,0,0,6528476
0,0,6261,7104360
0,0,0,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,0,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,6471,7165435
0,0,0,7212666
0,0,0,7034815
0,0,6291,7186257
0,0,0,6528476
0,0,6261,7104360
0,0,0,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,0,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,6471,7165435
0,0,0,7212666
0,0,0,7034815
0,0,6291,7186257
0,0,0,6528476
0,0,6261,7104360
0,0,0,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,0,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,6471,7165435
0,0,0,7212666
0,0,0,7034815
0,0,6291,7186257
0,0,0,6528476
0,0,6261,7104360
0,0,0,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,0,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,6471,7165435
0,0,0,7212666
0,0,0,7034815
0,0,6291,7186257
0,0,0,6528476
0,0,6261,7104360
0,0,0,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,0,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,5754,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,6471,7165435
0,0,0,7212666
0,0,0,7034815
0,0,6291,7186257
0,0,0,6528476
0,0,6261,7104360
0,0,0,6277738
0,0,5707,6322510
0,0,6418,7184410
0,0,0,6191360
0,0,6375,7175477
0,0,6373,7117866
0,0,6350,7023182
0,0,6387,7045068
0,0,6329,6788927
0,0,6386,7014252
0,0,6396,6345776
0,0,5965,7122116
0,0,0,6265313
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
0,0,0,7045068
0,0,0,6788927
0,0,0,7014252
0,0,0,6345776
0,0,0,7122116
0,0,0,6265313
0,0,0,6190002
0,0,0,6994033
0,0,0,7609076
0,0,0,7165435
0,0,0,7212666
0,0,0,7034815
0,0,0,7186257
0,0,0,6528476
0,0,0,7104360
0,0,0,6277738
0,0,0,6322510
0,0,0,7184410
0,0,0,6191360
0,0,0,7175477
0,0,0,7117866
0,0,0,7023182
